"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",3.52,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",24.21,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",33.47,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",68.17,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",41.5,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",23.92,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",6.34,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",20.89,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",40.38,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",67.35,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",38.32,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2020","2020",46.34,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",14.15,,
